TXNAME	GENEID	HepG2_directRNA_R1.sorted	A549_directRNA_R2.sorted	A549_directRNA_R3.sorted	HepG2_directRNA_R2.sorted	HepG2_directRNA_R3.sorted	A549_directRNA_R1.sorted
ENST00000464110	ENSG00000099958	0	0	0	0	0	0
ENST00000464116	ENSG00000196419	0	0	0	0	0	0
ENST00000464119	ENSG00000198911	0	0	0	0	0	0
ENST00000464120	ENSG00000100097	0	0	0	0	0	0
ENST00000464182	ENSG00000100316	0	0	1.70096	0	0	0
ENST00000464189	ENSG00000100084	0	0	0	0	0	0
ENST00000464202	ENSG00000100242	0	0	0	0	0	0
ENST00000464225	ENSG00000100288	0	0	0	0	0	0
ENST00000464244	ENSG00000100294	0	0	0	0	0	0
ENST00000464287	ENSG00000100325	0	0	0	0	0	0
ENST00000464333	ENSG00000198089	0	0	0	0	0	0
ENST00000464335	ENSG00000100003	0	0	0	0	0	0
ENST00000464341	ENSG00000184792	0	0	0	0	0	0
ENST00000464362	ENSG00000100099	0	1.64944	1.79604	0	0	0
ENST00000464449	ENSG00000100109	0	0	0	0	0	0
ENST00000464480	ENSG00000100281	0	0	0	0	0	0
ENST00000464482	ENSG00000130638	0	0	0	0	0	0
ENST00000464490	ENSG00000178026	0	0.5	0	0	0	0
ENST00000464523	ENSG00000240591	0	0	0	0	0	0
ENST00000464535	ENSG00000099899	0	0	0	0	0	0
ENST00000464581	ENSG00000183765	0	0	0	0	0	0
ENST00000464629	ENSG00000100335	0	0	0	0	0	0
ENST00000464649	ENSG00000099968	0	0	0	0	0	0
ENST00000464678	ENSG00000079974	0	0	0	0	0	0
ENST00000464740	ENSG00000079974	0	0	0	0	0	0
ENST00000464790	ENSG00000100129	0	0	0	0	0	0
ENST00000464807	ENSG00000099949	0	0	0	0	0	0
ENST00000464842	ENSG00000100206	0	2	1	0	0	1
ENST00000464849	ENSG00000100124	0	0	0	0	0	0
ENST00000464854	ENSG00000239282	0	0	0	0	0	0
ENST00000464862	ENSG00000240647	0	0	0	0	0	0
ENST00000464908	ENSG00000100297	0	0	0	0	0	0
ENST00000464977	ENSG00000128271	0	0	0	0	0	0
ENST00000465023	ENSG00000100360	0	0	0	0	0	0
ENST00000465063	ENSG00000079974	0	7.77782	0	0	0	0
ENST00000465179	ENSG00000180957	0	0	0	0	0	0
ENST00000465258	ENSG00000196236	0	0	0	0	0	0
ENST00000465287	ENSG00000100105	1.60965	0	0	0	0	2
ENST00000465334	ENSG00000178026	0	0	0	0	0	0
ENST00000465378	ENSG00000100416	0	0	0	0	0	0
ENST00000465385	ENSG00000099953	0	0	0	0.5	0	0
ENST00000465418	ENSG00000100225	0	0	0	0	0	0
ENST00000465437	ENSG00000198089	0	0	0	0	0	0
ENST00000465447	ENSG00000198832	0	0	0	0	0	0
ENST00000465529	ENSG00000100284	0	0	0	0	0	0
ENST00000465536	ENSG00000198832	0	1.01069	0	0	0	0
ENST00000465557	ENSG00000100297	0	0	0	0	0	0
ENST00000465564	ENSG00000100335	0	0	0	0	0	0
ENST00000465578	ENSG00000077942	0	0	0	0	0	0
ENST00000465606	ENSG00000183773	0	0	0	0	0	0
ENST00000465611	ENSG00000215568	0	0	0	0	0	0
ENST00000465618	ENSG00000100316	12.26503	6.80291	2.77865	1.35435	0	1.38132
ENST00000465646	ENSG00000198089	0	0	0	0	0	0
ENST00000465662	ENSG00000128285	0	0	0	0	0	0
ENST00000465667	ENSG00000100325	0	0	0	0	0	0
ENST00000465730	ENSG00000099953	0	0	0	0	0	0
ENST00000465752	ENSG00000240972	3.68484	10.01726	6.14357	0	0	1.00176
ENST00000465765	ENSG00000128274	0	0	0	0	0	0
ENST00000465768	ENSG00000100347	0	0	0	0	0	0
ENST00000465842	ENSG00000100288	0	0	0	0	0	0
ENST00000465861	ENSG00000186732	0	0	0	0	0	0
ENST00000465886	ENSG00000243156	0	0	0	0	0	0
ENST00000465937	ENSG00000182541	0	0	0	0	0	0
ENST00000466076	ENSG00000186716	0	0	0	0	0	0
ENST00000466097	ENSG00000100092	0	0	0	0	0	0
ENST00000466117	ENSG00000198792	0	0	0	0	0	0
ENST00000466162	ENSG00000241973	0	0	0	0	0	0
ENST00000466226	ENSG00000128408	0	1	0	0	0	0
ENST00000466237	ENSG00000100412	0	3	0	1	0	0
ENST00000466272	ENSG00000183963	0	0	0	0	0	0
ENST00000466276	ENSG00000100243	0	0	0	0	0	0
ENST00000466278	ENSG00000196588	0	0	0	0	0	0
ENST00000466310	ENSG00000100031	0	0	0	0	0	0
ENST00000466315	ENSG00000196431	0	0	0	0	0	0
ENST00000466373	ENSG00000070010	0	0	0	0	0	0
ENST00000466374	ENSG00000100151	0	0	0	0	0	0
ENST00000466375	ENSG00000138964	0	0	0	0	0	0
ENST00000466394	ENSG00000241973	0	0	0	0	0	0
ENST00000466438	ENSG00000100281	0	0	0	0	0	0
ENST00000466510	ENSG00000075218	0	0	0	0	0	0
ENST00000466589	ENSG00000100395	0	0	0	0	0	0
ENST00000466614	ENSG00000100029	0	0	0	0	0	0
ENST00000466645	ENSG00000100417	0	0	0	0	0	0
ENST00000466666	ENSG00000099992	0	0	0	0	0	0
ENST00000466670	ENSG00000184436	0	0	0	0	0	0
ENST00000466709	ENSG00000239249	0	0	0	0	0	0
ENST00000466772	ENSG00000241973	0	0	0	0	0	0
ENST00000466781	ENSG00000100099	0	0	0	0	0	0
ENST00000466863	ENSG00000239900	0	1.014	1.01061	0	0	0
ENST00000466935	ENSG00000128228	0	0	0	0	0	0
ENST00000466943	ENSG00000100060	0	0	0	0	0	0
ENST00000466991	ENSG00000198089	0	0	0	0	0	0
ENST00000467095	ENSG00000185666	0	0	0	0	0	0
ENST00000467105	ENSG00000100316	0	0	1.61873	0	0	0
ENST00000467118	ENSG00000100211	0	0	0	0	0	0
ENST00000467228	ENSG00000182902	0	0	0	0	0	0
ENST00000467279	ENSG00000100201	0	0	0	0	0	0
ENST00000467301	ENSG00000182541	0	0	0	0	0	0
ENST00000467354	ENSG00000159496	0	0	0	0	0	0
ENST00000467357	ENSG00000198089	0	0	0	0	0	0
ENST00000467368	ENSG00000100029	0	0	0	0	0	0
ENST00000467385	ENSG00000128271	0	0	0	0	0	0
ENST00000467443	ENSG00000183506	0	0	0	0	0	0
ENST00000467480	ENSG00000198355	0	0	0	0	0	0
ENST00000467564	ENSG00000133466	0	0	0	0	0	0
ENST00000467596	ENSG00000099992	1.24052	0	2.75895	0	0	0
ENST00000467617	ENSG00000100387	0	0	0	0	2.6175	0
ENST00000467658	ENSG00000100354	0	0	0	0	0	0
ENST00000467659	ENSG00000070413	0	0	0	0	0	0
ENST00000467660	ENSG00000133460	0	0	0	0	0	0
ENST00000467664	ENSG00000100055	0	0	0	0	0	0
ENST00000467672	ENSG00000100068	0	0.66667	0.5	0	0	0
ENST00000467796	ENSG00000184319	0	0	0	0	0	0
ENST00000467812	ENSG00000100065	0	0	0	0	1	0
ENST00000467813	ENSG00000205856	0	0	0	0	0	0
ENST00000467824	ENSG00000185666	0	0	0	0	0	0
ENST00000467828	ENSG00000099889	0	0	0	0	0	0
ENST00000467866	ENSG00000100335	0	0	0	0	0	0
ENST00000467891	ENSG00000188130	0	2.10002	2.47522	0	0	1.03588
ENST00000467915	ENSG00000100359	0	0	0	0	0	0
ENST00000467920	ENSG00000099901	0	0	0	0	0	0
ENST00000467926	ENSG00000183773	0	0	0	0	0	0
ENST00000467935	ENSG00000100362	0	0	0	0	0	0
ENST00000467937	ENSG00000099991	0	0	0	0	0	0
ENST00000467943	ENSG00000093010	0	0	0	0	0	0
ENST00000467969	ENSG00000240160	0	0	0	0	0	0
ENST00000468025	ENSG00000075275	0	0	0	0	0	0
ENST00000468112	ENSG00000099904	0	0	0	0	0	0
ENST00000468124	ENSG00000183773	0	0	0	0	0	0
ENST00000468151	ENSG00000100418	1	0	0	0	0	0
ENST00000468170	ENSG00000138867	0	0	0	0	0	0
ENST00000468249	ENSG00000177989	0	0	0	0	0	0
ENST00000468288	ENSG00000100151	0	0	0	0	0	0
ENST00000468442	ENSG00000100068	0	0	0	0	0	0
ENST00000468451	ENSG00000079974	0	0	0	0	0	0
ENST00000468532	ENSG00000100288	0	0	0	0	0	0
ENST00000468552	ENSG00000186976	0	0	0	0	0	0
ENST00000468564	ENSG00000138964	0	0	0	0	0	0
ENST00000468597	ENSG00000273899	0	0	0	0	0	0
ENST00000468686	ENSG00000161179	16.37843	29.29148	7.32424	4.6845	2	3.36591
ENST00000468770	ENSG00000100028	0	0	0	0	0	0
ENST00000468807	ENSG00000100154	0	0	1	0	0	0
ENST00000468824	ENSG00000100075	0	0	0	0	0	0
ENST00000468873	ENSG00000241333	0	0	0	0	0	0
ENST00000468917	ENSG00000099899	0	0	0	0	0	0
ENST00000468921	ENSG00000138942	0	0	0	0	0	0
ENST00000468922	ENSG00000185666	0	0	0	0	0	0
ENST00000469028	ENSG00000100138	0	0	0	0	0	0
ENST00000469063	ENSG00000093072	0	0	0	0	0	0
ENST00000469086	ENSG00000100242	0	0	0	0	0	0
ENST00000469163	ENSG00000093000	0	0	0	0	0	0
ENST00000469212	ENSG00000099904	0	0	0	0	0	0
ENST00000469262	ENSG00000198832	0	0	0	0	0	0
ENST00000469342	ENSG00000241484	0	0	0	0	0	0
ENST00000469420	ENSG00000183741	0	0	0	0	0	0
ENST00000469466	ENSG00000100056	0	0	0	0	0	0
ENST00000469516	ENSG00000100156	0	0	0	0	0	0
ENST00000469522	ENSG00000100138	1	2	1	0	0	1
ENST00000469532	ENSG00000128340	0	0	0	0	0	0
ENST00000469601	ENSG00000040608	0	0	0	0	0	0
ENST00000469660	ENSG00000177989	0.66667	0.8675	0	0	0	0
ENST00000469669	ENSG00000182944	2.64743	9.16622	6.51243	0	0	1.31707
ENST00000469670	ENSG00000100154	0	0	0	0	0	0
ENST00000469673	ENSG00000185721	0	0	0	0	0	0
ENST00000469719	ENSG00000100359	0	1.03918	0	0	0	0
ENST00000469722	ENSG00000099957	0	0	0	0	0	0
ENST00000469766	ENSG00000187905	0	0	0	0	0	0
ENST00000469819	ENSG00000100151	0	0	0	0	0	0
ENST00000469872	ENSG00000241484	0	0	0	0	0	0
ENST00000469886	ENSG00000100055	0	0	0	0	0	0
ENST00000469889	ENSG00000182902	0	0	0	0	0	0
ENST00000469915	ENSG00000133422	0	0	0	0	0	0
ENST00000469947	ENSG00000100092	0	0	0	0	0	0
ENST00000469969	ENSG00000100150	0	0	0	0	0	0
ENST00000469974	ENSG00000100150	0	0	0	0	0	0
ENST00000470008	ENSG00000100427	0	0	0	0	0	0
ENST00000470046	ENSG00000100239	0	0	0.85835	0	0	0
ENST00000470202	ENSG00000161133	0	0	0	0	0	0
ENST00000470274	ENSG00000183506	0	0.70691	1.5	0	0.01758	0
ENST00000470335	ENSG00000099910	0	0	0	0	0	0
ENST00000470338	ENSG00000100038	0	0	0	0	0	0
ENST00000470378	ENSG00000100429	0	0	0	0	0	0
ENST00000470433	ENSG00000159307	0	0	0	0	0	0
ENST00000470434	ENSG00000100241	0	0	0	0	0	0
ENST00000470518	ENSG00000100359	0	0	0	0	0	0
ENST00000470555	ENSG00000100146	0	0	0	0	0	0
ENST00000470591	ENSG00000167037	0	0	0	0	0	0
ENST00000470642	ENSG00000100242	0	0	0	0	0	0
ENST00000470655	ENSG00000133466	0.5	0	0	0	0	0
ENST00000470701	ENSG00000100142	0	0	0	1	0	0
ENST00000470722	ENSG00000130638	0	0	0	0	0	0
ENST00000470741	ENSG00000100243	0	0	0	0	0	0
ENST00000470753	ENSG00000184983	0	0	2.55462	1.09027	0	2.95769
ENST00000470812	ENSG00000183066	0	0	0	0	0	0
ENST00000470814	ENSG00000184702	0	0	0	0	0	0
ENST00000470831	ENSG00000100416	0	0	0.37024	0	0	0
ENST00000470836	ENSG00000100226	0	0	0	0	0	0
ENST00000470922	ENSG00000100075	1.02617	1.00796	0	0	0	0
ENST00000470965	ENSG00000100429	0	0	0	0	0	0
ENST00000471037	ENSG00000099995	0	0	0	0	0	0
ENST00000471040	ENSG00000099899	0	0	0	0	0	0
ENST00000471073	ENSG00000184436	0	0	3.52285	0	0	3.69282
ENST00000471094	ENSG00000100412	0	0	0	0	0	0
ENST00000471259	ENSG00000185608	0	0	0	0	3.03951	0
ENST00000471268	ENSG00000100196	0	0	0	0	0	0
ENST00000471290	ENSG00000100316	0	0	0	0	0	0
ENST00000471342	ENSG00000099995	0	0	0	0	0	0
ENST00000471374	ENSG00000128245	2.98592	5.17143	0	1.5	0	1.93939
ENST00000471375	ENSG00000100429	0	0	0	0	0	0
ENST00000471384	ENSG00000138942	0	0	0	0	0	0
ENST00000471452	ENSG00000186716	0	0	0	0	0	0
ENST00000471470	ENSG00000093009	0	0	0	0	0	0
ENST00000471480	ENSG00000239282	0	0	0	0	0	0
ENST00000471515	ENSG00000100288	0	0	0	0	0	0
ENST00000471636	ENSG00000184381	0	0	0	0	0	0
ENST00000471650	ENSG00000100092	0	0	0	0	0	0
ENST00000471659	ENSG00000185339	0	0	0	0	0	0
ENST00000471707	ENSG00000183597	0	0	0	0	0	0
ENST00000471723	ENSG00000184436	0	0	0	0	0	0
ENST00000471799	ENSG00000100104	0	0	0	0	0	0
ENST00000471809	ENSG00000100360	0	5.14691	3	0	0	0
ENST00000471825	ENSG00000180957	0	0	0	0	0	0
ENST00000471835	ENSG00000184470	0	0	0	0	0	0
ENST00000471836	ENSG00000138964	0	0	0	0	0	0
ENST00000471914	ENSG00000100150	0	0	0	0	0	0
ENST00000471929	ENSG00000100422	0	0	0	0	0	0
ENST00000471942	ENSG00000205593	0	0	0	0	0	0
ENST00000471970	ENSG00000100346	0	0	0	0	0	0
ENST00000472027	ENSG00000185666	0	0	0	0	0	0
ENST00000472057	ENSG00000100280	0	0	0	0	0	0
ENST00000472073	ENSG00000100056	0	1.0797	0	0	0	0
ENST00000472110	ENSG00000184208	0	1	0	0	0	0
ENST00000472164	ENSG00000100296	0	0	0.84933	0	0	1.76408
ENST00000472210	ENSG00000100345	0	0	0	0	0	0
ENST00000472240	ENSG00000268818	0	1	0	0	0	0
ENST00000472248	ENSG00000128271	0	0	0	0	0	0
ENST00000472291	ENSG00000187051	0	1	0	0	0	0
ENST00000472303	ENSG00000128284	0	0	0	0	0	0
ENST00000472321	ENSG00000100097	1.03535	10.51303	2.12162	0	0	0
ENST00000472374	ENSG00000100162	0	0	0	0	0	0
ENST00000472378	ENSG00000100300	0	0	0	0	0	0
ENST00000472433	ENSG00000100325	0	0	0	0	0	0
ENST00000472497	ENSG00000099904	0	0	0	0	0	0
ENST00000472526	ENSG00000133460	0	0	0	0	0	0
ENST00000472551	ENSG00000138964	0	0	0	0	0	0
ENST00000472575	ENSG00000183773	0	0	0	0	0	0
ENST00000472589	ENSG00000183569	0	0	0	0	0	0
ENST00000472620	ENSG00000100417	0	0	0	0	0	0
ENST00000472677	ENSG00000170638	0.83956	0	0	0	0	0
ENST00000472724	ENSG00000100151	0	0	0	0	0	0
ENST00000472791	ENSG00000054611	0	0	0	0	0	0
ENST00000472799	ENSG00000100014	0	0	0	0	0	0
ENST00000472807	ENSG00000183765	0	0	0	0	0	0
ENST00000472911	ENSG00000183963	0	0	0	0	0	0
ENST00000472918	ENSG00000100109	0	0	0	0	0	0
ENST00000472972	ENSG00000239435	0	0	0	0	0	0
ENST00000473022	ENSG00000100345	0	0	0	0	0	0
ENST00000473028	ENSG00000099917	0	0	0	0	0	0
ENST00000473077	ENSG00000099999	0	0	0	0	0	0
ENST00000473244	ENSG00000099917	0	4.74939	0	0.72693	0	0
ENST00000473248	ENSG00000131100	0	0	0	0	0	0
ENST00000473283	ENSG00000100239	0	0	0	0	0	0
ENST00000473357	ENSG00000133460	0	0	0	0	0	0
ENST00000473439	ENSG00000015475	0	0	0	0	0	0
ENST00000473458	ENSG00000167037	0	0	0	0	0	0
ENST00000473487	ENSG00000100320	0	0	0	0	0	0
ENST00000473491	ENSG00000100324	0	0	0	0	0	0
ENST00000473549	ENSG00000128335	0	0	0	0	0	0
ENST00000473551	ENSG00000099889	0	0	0	0	0	0
ENST00000473606	ENSG00000100280	0	0	0	0	0	0
ENST00000473613	ENSG00000100324	0	0	0	0	0	0
ENST00000473624	ENSG00000075275	0.26168	7.80829	6.64458	0	0	6.29058
ENST00000473638	ENSG00000100316	0	0	0	0	0	0
ENST00000473717	ENSG00000133477	0	0	0	0	0	0
ENST00000473724	ENSG00000100241	0	0	0	0	0	0
ENST00000473736	ENSG00000167077	0	0	0	0	0	0
ENST00000473740	ENSG00000133460	0	0	0	0	0	0
ENST00000473769	ENSG00000187905	0	0	0	0	0	0
ENST00000473770	ENSG00000241878	0	0	0	0	0	0
ENST00000473782	ENSG00000100099	0	0	0	0	0	0
ENST00000473802	ENSG00000100150	0	0	0	0	0	0
ENST00000473832	ENSG00000070413	0	0	0	0	0	0
ENST00000473898	ENSG00000219438	0	0	0	0	0	0
ENST00000473933	ENSG00000186998	0	0	0	0	0	0
ENST00000473946	ENSG00000128159	0	1	0	0	0	0
ENST00000473985	ENSG00000161179	13.78114	8.8409	0	0	0	1.05364
ENST00000474001	ENSG00000183762	0	0	0	0	0	0
ENST00000474017	ENSG00000241878	0	0	0	0	0	0
ENST00000474032	ENSG00000273899	0	0	0	0	0	0
ENST00000474163	ENSG00000100068	0	0	0	0	0	0
ENST00000474191	ENSG00000100031	0	0	0	0	0	0
ENST00000474226	ENSG00000070010	0	0	0	0	0	0
ENST00000474235	ENSG00000100298	0	0	0	0	0	0
ENST00000474256	ENSG00000205643	0	0	0	0	0	0
ENST00000474308	ENSG00000184470	0	5	1.03083	0	0	0
ENST00000474323	ENSG00000100347	0	0	0	0	0	0
ENST00000474327	ENSG00000056487	0	0	0	0	0	0
ENST00000474416	ENSG00000198792	0	0	0	0	0	0
ENST00000474515	ENSG00000100364	0	0	0	0	0	0
ENST00000474590	ENSG00000100276	0	0	0	0	0	0
ENST00000474616	ENSG00000100360	0	0	0	0	0	0
ENST00000474642	ENSG00000040608	0	0	0	0	0	0
ENST00000474741	ENSG00000198089	0	0	0	0	0	0
ENST00000474879	ENSG00000100258	40.66863	102.1875	44.57143	8.66667	8	11
ENST00000474897	ENSG00000215193	0	0	0	0	0	0
ENST00000474981	ENSG00000099991	0	0	0	0	0	0
ENST00000475004	ENSG00000100201	0	0	0	0	0	0
ENST00000475025	ENSG00000186716	0	0	0	0	0	0
ENST00000475131	ENSG00000130540	0	0	0	0	0	0
ENST00000475187	ENSG00000100296	0	0	0	0	0	0
ENST00000475190	ENSG00000073146	0	0	0	0	0	0
ENST00000475238	ENSG00000205560	0	0	0	0	0	0
ENST00000475303	ENSG00000184058	0	0	0	0	0	0
ENST00000475341	ENSG00000183066	0	0	0	0	0	0
ENST00000475414	ENSG00000241973	0	0	0	0	0	0
ENST00000475437	ENSG00000184708	0	0	0	0	0	0
ENST00000475445	ENSG00000100083	0	0	0	0	0	0
ENST00000475446	ENSG00000183597	0	0	0	0	0	0
ENST00000475467	ENSG00000075234	0	0	0	0	0	0
ENST00000475485	ENSG00000138964	0	0	0	0	0	0
ENST00000475512	ENSG00000100246	0	0	0	0	0	0
ENST00000475519	ENSG00000100342	0	0	0	0	0	0
ENST00000475548	ENSG00000183963	0	0	0	0	0	0
ENST00000475605	ENSG00000205643	1	0	1	0	0	0
ENST00000475726	ENSG00000100345	0	0	0	0	0	0
ENST00000475850	ENSG00000186654	0	0	2.9852	0.03844	0.2	0
ENST00000475924	ENSG00000100211	0	0	0	0	0	0
ENST00000475941	ENSG00000128191	0	0	0	0	0	0
ENST00000475959	ENSG00000100226	0	0	0	0	0	0
ENST00000475962	ENSG00000100307	0	0	0	0	0	0
ENST00000475965	ENSG00000100429	0	0	0	0	0	0
ENST00000475975	ENSG00000187860	0	0	0	0	0	0
ENST00000475995	ENSG00000184470	0	0	0	0	0	0
ENST00000476010	ENSG00000198089	0	0	0	0	0	0
ENST00000476077	ENSG00000099958	0	0	0	0	0	0
ENST00000476110	ENSG00000100387	0	0.47672	0	0	0	0
ENST00000476152	ENSG00000133422	0	0	0	0	0	0
ENST00000476157	ENSG00000100151	0	0	0	0	0	0
ENST00000476187	ENSG00000099917	0	0	0	0	0	0
ENST00000476284	ENSG00000025708	0	3.04307	0	0	0	0
ENST00000476289	ENSG00000100288	0	0	0	0	0	0
ENST00000476293	ENSG00000100241	0	0	0	0	0	0
ENST00000476310	ENSG00000100429	0	0	0	0	0	0
ENST00000476315	ENSG00000133424	0	0	0	0	0	0
ENST00000476336	ENSG00000185686	0	0	0	0	0	0
ENST00000476366	ENSG00000077942	0	0	0	0	0	0
ENST00000476405	ENSG00000093100	0	0	0	0	0	0
ENST00000476478	ENSG00000100376	0	0	0	0	0	0
ENST00000476513	ENSG00000128394	0	0	0	0	0	0
ENST00000476537	ENSG00000183506	0	0	0	0	0	0
ENST00000476548	ENSG00000100360	0	1.00689	0	0	0	0
ENST00000476577	ENSG00000198089	0	0	0	0	0	0
ENST00000476579	ENSG00000128335	0	0	0	0	0	0
ENST00000476600	ENSG00000186976	0	0	0	0	0	0
ENST00000476614	ENSG00000167077	0	0	0	0	0	0
ENST00000476619	ENSG00000100220	0	0	0	0	0	0
ENST00000476667	ENSG00000184436	0	2.94978	0	0	0	0
ENST00000476678	ENSG00000185252	0	0	0	0	0	0
ENST00000476754	ENSG00000100376	0	0	0	0	0	0
ENST00000476767	ENSG00000099917	0	0	0	0	0	0
ENST00000476790	ENSG00000205560	0	0	0	0	0	0
ENST00000476871	ENSG00000100065	0	0	0	0	0	0
ENST00000476875	ENSG00000180150	0	0	0	0	0	0
ENST00000476893	ENSG00000167077	0	0	0	0	0	0
ENST00000476901	ENSG00000100416	0	25	11	0	0	5
ENST00000476940	ENSG00000183597	0	0	1	0	0	0
ENST00000476955	ENSG00000100129	0	0	0	0	0	0
ENST00000476998	ENSG00000130638	0	0	0	0	0	0
ENST00000477074	ENSG00000100325	0	0	0	0	0	0
ENST00000477111	ENSG00000239900	0	0	0	0	0	0
ENST00000477112	ENSG00000100201	0	0	0	0	0	0
ENST00000477145	ENSG00000186976	0	0	0	0	0	0
ENST00000477156	ENSG00000183628	0	0	0	0	0	0
ENST00000477157	ENSG00000069998	0	0	5.1475	0	0	0
ENST00000477189	ENSG00000100345	0	0	0	0	0	0
ENST00000477219	ENSG00000138892	0	0	0	0	0	0
ENST00000477234	ENSG00000100241	0	0	0	0	0	0
ENST00000477238	ENSG00000184702	0	0	0	0	0	0
ENST00000477245	ENSG00000241973	0	0	4.22105	0	0.02559	1.02576
ENST00000477256	ENSG00000100129	0	0	0	0	0	0
ENST00000477262	ENSG00000100242	0	0	0	0	0	0
ENST00000477296	ENSG00000183506	1	0	1.5	0	1.98242	0
ENST00000477331	ENSG00000186654	0	2.05844	0	0	1	0
ENST00000477355	ENSG00000184792	0	0	0	0	0	0
ENST00000477368	ENSG00000241973	0	0	0	0	0	0
ENST00000477438	ENSG00000188677	0	0	0	0	0	0
ENST00000477468	ENSG00000196588	0	0	0	0	0	0
ENST00000477564	ENSG00000183569	1	0	1	0	0	0
ENST00000477567	ENSG00000099953	0	0	0	0	0	0
ENST00000477675	ENSG00000100027	0	0	0	0	0	0
ENST00000477714	ENSG00000100376	0	0	0	0	0	0
ENST00000477762	ENSG00000100029	0	0	0	0	0	0
ENST00000477795	ENSG00000188677	0	0	0	0	0	0
ENST00000477814	ENSG00000100429	0	0	0	0	0	0
ENST00000477824	ENSG00000099917	0	0	0	0	0	0
ENST00000477827	ENSG00000100307	0	0	0	0	0	0
ENST00000477836	ENSG00000099956	0	0	0	0	0	0
ENST00000477861	ENSG00000180957	0	0	0	0	0	0
ENST00000477874	ENSG00000177663	0	0	0	0	0	0
ENST00000477921	ENSG00000169314	0	0	0	0	0	0
ENST00000477945	ENSG00000100104	0	0	0	1	0	0
ENST00000477969	ENSG00000100170	0	0	0	0	0	0
ENST00000477991	ENSG00000159307	0	0	0	0	0	0
ENST00000478010	ENSG00000100412	1	0	0	0	0	0
ENST00000478085	ENSG00000100359	0	1.03918	0	0	0	0
ENST00000478203	ENSG00000100116	0	0	0	0	0	0
ENST00000478231	ENSG00000100379	0	0	0	0	0	0
ENST00000478337	ENSG00000100417	0	0	0	0	0	0
ENST00000478342	ENSG00000100335	0	0	0	0	0	0
ENST00000478445	ENSG00000100351	0	0	0	0	0	0
ENST00000478547	ENSG00000100353	0	2	1	0	0	0
ENST00000478550	ENSG00000100372	0	0	0	0	0	0
ENST00000478699	ENSG00000241693	0	0	0	0	0	0
ENST00000478713	ENSG00000100344	0	0	0	0	0	0
ENST00000478812	ENSG00000100325	0	0	0	0	0	0
ENST00000478820	ENSG00000100206	0	0	0	0	0	0
ENST00000478831	ENSG00000099917	0	0	0	0	0	0
ENST00000478887	ENSG00000198089	0	0	0	0	0	0
ENST00000478893	ENSG00000241878	0	0	0	0	0	0
ENST00000478914	ENSG00000196419	0	0	0	0	0	0
ENST00000478963	ENSG00000131100	0	0	0	0	0	0
ENST00000478978	ENSG00000186716	0	0	0	0	0	0
ENST00000479003	ENSG00000100288	0	1.39055	1.2007	0	0	0
ENST00000479064	ENSG00000100099	0	0	0	0	0	0
ENST00000479135	ENSG00000182944	0	0	6.00153	0	0	0
ENST00000479180	ENSG00000100376	0	0	0	1	0	0
ENST00000479188	ENSG00000186716	0	0	0	0	0	0
ENST00000479261	ENSG00000100150	0	0	0	0	0	0
ENST00000479296	ENSG00000099968	0	0	0	0	0	0
ENST00000479489	ENSG00000100109	0	0	0	0	0	0
ENST00000479514	ENSG00000100335	0	0	0	0	0	0
ENST00000479523	ENSG00000183773	0	0	0	0	0	0
ENST00000479571	ENSG00000128266	0	0	0	0	0	0
ENST00000479601	ENSG00000099910	0	0	0	0	0	0
ENST00000479606	ENSG00000099949	0	0	0	0.5	0	0
ENST00000479641	ENSG00000184381	0	0	0	0	0	0
ENST00000479645	ENSG00000075218	0	0	0	0	0	0
ENST00000479648	ENSG00000100416	0	0	0	0	0	0
ENST00000479649	ENSG00000128245	0	0	0	0	0	0
ENST00000479679	ENSG00000183597	0	0	0	0	0	0
ENST00000479693	ENSG00000183506	0.5	0	0	0	0	0
ENST00000479701	ENSG00000196576	41.71395	64.6174	45.3595	3.57608	7.71893	13.61887
ENST00000479734	ENSG00000100201	0	0	0	0	0	0
ENST00000479755	ENSG00000183762	0	0	0	0	0	0
ENST00000479818	ENSG00000196576	0	0	0	0	0	0
ENST00000479851	ENSG00000241878	0	0	0	0	0	0
ENST00000479886	ENSG00000205560	0	0	0	0	0	0
ENST00000479978	ENSG00000100395	2.59133	0	0	0	0	0
ENST00000479985	ENSG00000100425	0	0	0	0	0	0
ENST00000480000	ENSG00000239713	0	0	0	0	0	0
ENST00000480002	ENSG00000166862	0	0	0	0	0	0
ENST00000480048	ENSG00000100380	0	0	0	0	0	0
ENST00000480154	ENSG00000184381	0	0	0	0	0	0
ENST00000480185	ENSG00000099953	0	0	0	0	0	0
ENST00000480207	ENSG00000100097	0	0	0	0	0	0
ENST00000480236	ENSG00000100336	0	0	0	0	0	0
ENST00000480239	ENSG00000186732	0	0	0	0	0	0
ENST00000480246	ENSG00000184319	2.85714	6.42617	1.58142	0	0	1.33333
ENST00000480272	ENSG00000138867	0	0	0	0	0	0
ENST00000480276	ENSG00000093072	0	0	0	0	0	0
ENST00000480307	ENSG00000100242	0	0	0	0	0	0
ENST00000480319	ENSG00000183506	0	0	0	0	0	0
ENST00000480339	ENSG00000099899	0	0	0	0	0	0
ENST00000480423	ENSG00000184702	0	0	0	0	0	0
ENST00000480451	ENSG00000069998	0	0	0	0	0	0
ENST00000480460	ENSG00000099899	0	0	0	0	0	0
ENST00000480510	ENSG00000100055	0	0	0	0	0	0
